type,time,latitude,longitude,alt,name,color,width
T,22:05:26,39.940863,-75.198787,0.001,Cartographer,red,2
T,22:05:26,39.940865,-75.198786,0.001,Cartographer,red,2
T,22:05:26,39.940867,-75.198785,0.001,Cartographer,red,2
T,22:05:26,39.940869,-75.198785,0.001,Cartographer,red,2
T,22:05:26,39.940870,-75.198784,0.001,Cartographer,red,2
T,22:05:26,39.940872,-75.198783,0.001,Cartographer,red,2
T,22:05:26,39.940874,-75.198782,0.000,Cartographer,red,2
T,22:05:26,39.940876,-75.198782,0.000,Cartographer,red,2
T,22:05:26,39.940878,-75.198781,0.000,Cartographer,red,2
T,22:05:26,39.940880,-75.198780,0.001,Cartographer,red,2
T,22:05:26,39.940882,-75.198780,0.001,Cartographer,red,2
T,22:05:26,39.940884,-75.198779,0.001,Cartographer,red,2
T,22:05:26,39.940886,-75.198779,0.001,Cartographer,red,2
T,22:05:26,39.940888,-75.198778,0.001,Cartographer,red,2
T,22:05:26,39.940890,-75.198778,0.001,Cartographer,red,2
T,22:05:26,39.940892,-75.198777,0.001,Cartographer,red,2
T,22:05:27,39.940894,-75.198776,0.001,Cartographer,red,2
T,22:05:27,39.940896,-75.198775,0.001,Cartographer,red,2
T,22:05:27,39.940898,-75.198775,0.001,Cartographer,red,2
T,22:05:27,39.940900,-75.198774,0.001,Cartographer,red,2
T,22:05:27,39.940902,-75.198773,0.000,Cartographer,red,2
T,22:05:27,39.940904,-75.198773,0.000,Cartographer,red,2
T,22:05:27,39.940906,-75.198772,0.000,Cartographer,red,2
T,22:05:27,39.940908,-75.198771,0.000,Cartographer,red,2
T,22:05:27,39.940910,-75.198771,0.000,Cartographer,red,2
T,22:05:27,39.940912,-75.198770,0.000,Cartographer,red,2
T,22:05:27,39.940914,-75.198770,0.000,Cartographer,red,2
T,22:05:27,39.940916,-75.198770,0.000,Cartographer,red,2
T,22:05:27,39.940917,-75.198769,0.000,Cartographer,red,2
T,22:05:27,39.940919,-75.198768,0.000,Cartographer,red,2
T,22:05:27,39.940921,-75.198768,0.000,Cartographer,red,2
T,22:05:27,39.940923,-75.198767,0.000,Cartographer,red,2
T,22:05:27,39.940925,-75.198767,0.000,Cartographer,red,2
T,22:05:27,39.940927,-75.198766,0.000,Cartographer,red,2
T,22:05:27,39.940929,-75.198766,0.000,Cartographer,red,2
T,22:05:27,39.940931,-75.198765,0.000,Cartographer,red,2
T,22:05:28,39.940933,-75.198765,0.000,Cartographer,red,2
T,22:05:28,39.940935,-75.198764,0.000,Cartographer,red,2
T,22:05:28,39.940937,-75.198764,0.000,Cartographer,red,2
T,22:05:28,39.940939,-75.198763,0.000,Cartographer,red,2
T,22:05:28,39.940941,-75.198763,0.000,Cartographer,red,2
T,22:05:28,39.940943,-75.198762,0.000,Cartographer,red,2
T,22:05:28,39.940945,-75.198762,0.000,Cartographer,red,2
T,22:05:28,39.940947,-75.198761,0.000,Cartographer,red,2
T,22:05:28,39.940949,-75.198761,0.000,Cartographer,red,2
T,22:05:28,39.940950,-75.198760,0.000,Cartographer,red,2
T,22:05:28,39.940952,-75.198759,0.000,Cartographer,red,2
T,22:05:28,39.940954,-75.198759,0.000,Cartographer,red,2
T,22:05:28,39.940956,-75.198758,0.000,Cartographer,red,2
T,22:05:28,39.940958,-75.198758,0.000,Cartographer,red,2
T,22:05:28,39.940960,-75.198757,0.000,Cartographer,red,2
T,22:05:28,39.940962,-75.198757,0.000,Cartographer,red,2
T,22:05:28,39.940963,-75.198756,0.000,Cartographer,red,2
T,22:05:28,39.940965,-75.198756,0.000,Cartographer,red,2
T,22:05:28,39.940967,-75.198755,0.000,Cartographer,red,2
T,22:05:28,39.940969,-75.198755,0.001,Cartographer,red,2
T,22:05:29,39.940971,-75.198754,0.000,Cartographer,red,2
T,22:05:29,39.940973,-75.198754,0.000,Cartographer,red,2
T,22:05:29,39.940975,-75.198753,0.001,Cartographer,red,2
T,22:05:29,39.940977,-75.198753,0.000,Cartographer,red,2
T,22:05:29,39.940979,-75.198752,0.000,Cartographer,red,2
T,22:05:29,39.940980,-75.198752,0.000,Cartographer,red,2
T,22:05:29,39.940982,-75.198751,0.000,Cartographer,red,2
T,22:05:29,39.940984,-75.198751,0.000,Cartographer,red,2
T,22:05:29,39.940988,-75.198750,0.000,Cartographer,red,2
T,22:05:29,39.940991,-75.198749,0.000,Cartographer,red,2
T,22:05:29,39.940994,-75.198749,0.000,Cartographer,red,2
T,22:05:29,39.940998,-75.198748,0.000,Cartographer,red,2
T,22:05:29,39.941001,-75.198748,0.000,Cartographer,red,2
T,22:05:29,39.941005,-75.198747,0.000,Cartographer,red,2
T,22:05:30,39.941008,-75.198747,0.000,Cartographer,red,2
T,22:05:30,39.941011,-75.198747,0.000,Cartographer,red,2
T,22:05:30,39.941015,-75.198746,0.000,Cartographer,red,2
T,22:05:30,39.941018,-75.198746,0.000,Cartographer,red,2
T,22:05:30,39.941021,-75.198747,-0.000,Cartographer,red,2
T,22:05:30,39.941025,-75.198747,-0.000,Cartographer,red,2
T,22:05:30,39.941028,-75.198748,-0.000,Cartographer,red,2
T,22:05:30,39.941030,-75.198748,-0.000,Cartographer,red,2
T,22:05:30,39.941031,-75.198749,-0.000,Cartographer,red,2
T,22:05:30,39.941033,-75.198749,-0.000,Cartographer,red,2
T,22:05:30,39.941034,-75.198750,-0.000,Cartographer,red,2
T,22:05:30,39.941036,-75.198750,-0.000,Cartographer,red,2
T,22:05:31,39.941039,-75.198751,-0.000,Cartographer,red,2
T,22:05:31,39.941041,-75.198752,-0.000,Cartographer,red,2
T,22:05:31,39.941042,-75.198752,-0.001,Cartographer,red,2
T,22:05:31,39.941044,-75.198753,-0.001,Cartographer,red,2
T,22:05:31,39.941047,-75.198755,-0.001,Cartographer,red,2
T,22:05:31,39.941048,-75.198756,-0.001,Cartographer,red,2
T,22:05:31,39.941050,-75.198757,-0.001,Cartographer,red,2
T,22:05:31,39.941051,-75.198758,-0.001,Cartographer,red,2
T,22:05:31,39.941052,-75.198759,-0.001,Cartographer,red,2
T,22:05:31,39.941054,-75.198760,-0.001,Cartographer,red,2
T,22:05:31,39.941055,-75.198761,-0.001,Cartographer,red,2
T,22:05:31,39.941056,-75.198762,-0.001,Cartographer,red,2
T,22:05:31,39.941058,-75.198763,-0.001,Cartographer,red,2
T,22:05:31,39.941059,-75.198765,-0.001,Cartographer,red,2
T,22:05:31,39.941060,-75.198766,-0.001,Cartographer,red,2
T,22:05:31,39.941062,-75.198767,-0.001,Cartographer,red,2
T,22:05:31,39.941063,-75.198768,-0.001,Cartographer,red,2
T,22:05:31,39.941064,-75.198770,-0.001,Cartographer,red,2
T,22:05:31,39.941066,-75.198771,-0.001,Cartographer,red,2
T,22:05:32,39.941067,-75.198773,-0.001,Cartographer,red,2
T,22:05:32,39.941068,-75.198774,-0.001,Cartographer,red,2
T,22:05:32,39.941069,-75.198775,-0.001,Cartographer,red,2
T,22:05:32,39.941070,-75.198777,-0.001,Cartographer,red,2
T,22:05:32,39.941072,-75.198778,-0.001,Cartographer,red,2
T,22:05:32,39.941073,-75.198780,-0.001,Cartographer,red,2
T,22:05:32,39.941074,-75.198781,-0.001,Cartographer,red,2
T,22:05:32,39.941075,-75.198783,-0.001,Cartographer,red,2
T,22:05:32,39.941076,-75.198784,-0.002,Cartographer,red,2
T,22:05:32,39.941077,-75.198786,-0.002,Cartographer,red,2
T,22:05:32,39.941078,-75.198787,-0.002,Cartographer,red,2
T,22:05:32,39.941080,-75.198791,-0.002,Cartographer,red,2
T,22:05:32,39.941081,-75.198795,-0.002,Cartographer,red,2
T,22:05:32,39.941083,-75.198798,-0.002,Cartographer,red,2
T,22:05:32,39.941085,-75.198802,-0.002,Cartographer,red,2
T,22:05:33,39.941087,-75.198806,-0.002,Cartographer,red,2
T,22:05:33,39.941088,-75.198809,-0.002,Cartographer,red,2
T,22:05:33,39.941090,-75.198813,-0.002,Cartographer,red,2
T,22:05:33,39.941091,-75.198817,-0.002,Cartographer,red,2
T,22:05:33,39.941092,-75.198821,-0.002,Cartographer,red,2
T,22:05:33,39.941094,-75.198825,-0.002,Cartographer,red,2
T,22:05:33,39.941095,-75.198829,-0.002,Cartographer,red,2
T,22:05:33,39.941096,-75.198833,-0.002,Cartographer,red,2
T,22:05:33,39.941097,-75.198837,-0.002,Cartographer,red,2
T,22:05:33,39.941098,-75.198840,-0.002,Cartographer,red,2
T,22:05:34,39.941099,-75.198844,-0.002,Cartographer,red,2
T,22:05:34,39.941100,-75.198848,-0.002,Cartographer,red,2
T,22:05:34,39.941101,-75.198851,-0.002,Cartographer,red,2
T,22:05:34,39.941102,-75.198855,-0.002,Cartographer,red,2
T,22:05:34,39.941103,-75.198860,-0.002,Cartographer,red,2
T,22:05:34,39.941104,-75.198864,-0.002,Cartographer,red,2
T,22:05:34,39.941105,-75.198868,-0.002,Cartographer,red,2
T,22:05:34,39.941106,-75.198872,-0.002,Cartographer,red,2
T,22:05:34,39.941107,-75.198877,-0.002,Cartographer,red,2
T,22:05:34,39.941108,-75.198879,-0.002,Cartographer,red,2
T,22:05:34,39.941108,-75.198881,-0.002,Cartographer,red,2
T,22:05:34,39.941109,-75.198884,-0.002,Cartographer,red,2
T,22:05:35,39.941109,-75.198886,-0.002,Cartographer,red,2
T,22:05:35,39.941110,-75.198888,-0.002,Cartographer,red,2
T,22:05:35,39.941110,-75.198891,-0.002,Cartographer,red,2
T,22:05:35,39.941111,-75.198893,-0.002,Cartographer,red,2
T,22:05:35,39.941111,-75.198895,-0.002,Cartographer,red,2
T,22:05:35,39.941112,-75.198898,-0.002,Cartographer,red,2
T,22:05:35,39.941112,-75.198900,-0.002,Cartographer,red,2
T,22:05:35,39.941113,-75.198902,-0.002,Cartographer,red,2
T,22:05:35,39.941113,-75.198905,-0.002,Cartographer,red,2
T,22:05:35,39.941114,-75.198907,-0.002,Cartographer,red,2
T,22:05:35,39.941114,-75.198909,-0.002,Cartographer,red,2
T,22:05:35,39.941114,-75.198912,-0.002,Cartographer,red,2
T,22:05:35,39.941115,-75.198914,-0.002,Cartographer,red,2
T,22:05:35,39.941115,-75.198916,-0.002,Cartographer,red,2
T,22:05:35,39.941116,-75.198919,-0.002,Cartographer,red,2
T,22:05:35,39.941116,-75.198921,-0.001,Cartographer,red,2
T,22:05:35,39.941117,-75.198923,-0.001,Cartographer,red,2
T,22:05:35,39.941117,-75.198926,-0.001,Cartographer,red,2
T,22:05:35,39.941118,-75.198928,-0.001,Cartographer,red,2
T,22:05:35,39.941118,-75.198931,-0.001,Cartographer,red,2
T,22:05:36,39.941119,-75.198933,-0.001,Cartographer,red,2
T,22:05:36,39.941119,-75.198936,-0.001,Cartographer,red,2
T,22:05:36,39.941120,-75.198938,-0.001,Cartographer,red,2
T,22:05:36,39.941120,-75.198940,-0.001,Cartographer,red,2
T,22:05:36,39.941121,-75.198943,-0.001,Cartographer,red,2
T,22:05:36,39.941121,-75.198945,-0.001,Cartographer,red,2
T,22:05:36,39.941122,-75.198948,-0.001,Cartographer,red,2
T,22:05:36,39.941122,-75.198950,-0.001,Cartographer,red,2
T,22:05:36,39.941123,-75.198953,-0.001,Cartographer,red,2
T,22:05:36,39.941123,-75.198955,-0.001,Cartographer,red,2
T,22:05:36,39.941123,-75.198958,-0.001,Cartographer,red,2
T,22:05:36,39.941124,-75.198960,-0.001,Cartographer,red,2
T,22:05:36,39.941124,-75.198963,-0.001,Cartographer,red,2
T,22:05:36,39.941125,-75.198965,-0.001,Cartographer,red,2
T,22:05:36,39.941125,-75.198968,-0.001,Cartographer,red,2
T,22:05:36,39.941126,-75.198970,-0.001,Cartographer,red,2
T,22:05:36,39.941126,-75.198973,-0.002,Cartographer,red,2
T,22:05:36,39.941127,-75.198975,-0.001,Cartographer,red,2
T,22:05:36,39.941127,-75.198978,-0.001,Cartographer,red,2
T,22:05:36,39.941127,-75.198980,-0.001,Cartographer,red,2
T,22:05:37,39.941128,-75.198982,-0.001,Cartographer,red,2
T,22:05:37,39.941128,-75.198985,-0.001,Cartographer,red,2
T,22:05:37,39.941129,-75.198987,-0.001,Cartographer,red,2
T,22:05:37,39.941129,-75.198989,-0.001,Cartographer,red,2
T,22:05:37,39.941130,-75.198992,-0.001,Cartographer,red,2
T,22:05:37,39.941130,-75.198994,-0.001,Cartographer,red,2
T,22:05:37,39.941131,-75.198996,-0.001,Cartographer,red,2
T,22:05:37,39.941131,-75.198999,-0.001,Cartographer,red,2
T,22:05:37,39.941132,-75.199001,-0.001,Cartographer,red,2
T,22:05:37,39.941132,-75.199004,-0.001,Cartographer,red,2
T,22:05:37,39.941133,-75.199006,-0.001,Cartographer,red,2
T,22:05:37,39.941134,-75.199009,-0.001,Cartographer,red,2
T,22:05:37,39.941134,-75.199011,-0.001,Cartographer,red,2
T,22:05:37,39.941135,-75.199013,-0.001,Cartographer,red,2
T,22:05:37,39.941135,-75.199016,-0.001,Cartographer,red,2
T,22:05:37,39.941136,-75.199018,-0.001,Cartographer,red,2
T,22:05:37,39.941136,-75.199021,-0.001,Cartographer,red,2
T,22:05:37,39.941137,-75.199023,-0.001,Cartographer,red,2
T,22:05:37,39.941137,-75.199026,-0.001,Cartographer,red,2
T,22:05:37,39.941138,-75.199028,-0.001,Cartographer,red,2
T,22:05:38,39.941138,-75.199031,-0.001,Cartographer,red,2
T,22:05:38,39.941139,-75.199033,-0.001,Cartographer,red,2
T,22:05:38,39.941140,-75.199036,-0.001,Cartographer,red,2
T,22:05:38,39.941140,-75.199038,-0.001,Cartographer,red,2
T,22:05:38,39.941140,-75.199041,-0.001,Cartographer,red,2
T,22:05:38,39.941141,-75.199043,-0.001,Cartographer,red,2
T,22:05:38,39.941141,-75.199046,-0.001,Cartographer,red,2
T,22:05:38,39.941142,-75.199048,-0.001,Cartographer,red,2
T,22:05:38,39.941142,-75.199050,-0.000,Cartographer,red,2
T,22:05:38,39.941143,-75.199053,-0.000,Cartographer,red,2
T,22:05:38,39.941144,-75.199055,-0.000,Cartographer,red,2
T,22:05:38,39.941144,-75.199058,-0.000,Cartographer,red,2
T,22:05:38,39.941145,-75.199060,-0.000,Cartographer,red,2
T,22:05:38,39.941145,-75.199063,-0.000,Cartographer,red,2
T,22:05:38,39.941146,-75.199065,-0.000,Cartographer,red,2
T,22:05:38,39.941146,-75.199067,-0.000,Cartographer,red,2
T,22:05:38,39.941147,-75.199070,-0.000,Cartographer,red,2
T,22:05:38,39.941147,-75.199072,-0.000,Cartographer,red,2
T,22:05:38,39.941148,-75.199075,-0.000,Cartographer,red,2
T,22:05:38,39.941149,-75.199077,-0.000,Cartographer,red,2
T,22:05:39,39.941149,-75.199080,-0.000,Cartographer,red,2
T,22:05:39,39.941150,-75.199082,-0.000,Cartographer,red,2
T,22:05:39,39.941150,-75.199085,-0.000,Cartographer,red,2
T,22:05:39,39.941151,-75.199087,-0.000,Cartographer,red,2
T,22:05:39,39.941151,-75.199089,-0.000,Cartographer,red,2
T,22:05:39,39.941152,-75.199092,-0.000,Cartographer,red,2
T,22:05:39,39.941152,-75.199094,-0.000,Cartographer,red,2
T,22:05:39,39.941153,-75.199097,-0.000,Cartographer,red,2
T,22:05:39,39.941154,-75.199099,-0.000,Cartographer,red,2
T,22:05:39,39.941154,-75.199101,-0.000,Cartographer,red,2
T,22:05:39,39.941155,-75.199104,-0.000,Cartographer,red,2
T,22:05:39,39.941155,-75.199106,-0.000,Cartographer,red,2
T,22:05:39,39.941156,-75.199109,-0.000,Cartographer,red,2
T,22:05:39,39.941156,-75.199111,-0.000,Cartographer,red,2
T,22:05:39,39.941157,-75.199113,-0.000,Cartographer,red,2
T,22:05:39,39.941158,-75.199115,-0.000,Cartographer,red,2
T,22:05:39,39.941158,-75.199118,-0.000,Cartographer,red,2
T,22:05:39,39.941159,-75.199120,-0.000,Cartographer,red,2
T,22:05:39,39.941159,-75.199122,-0.000,Cartographer,red,2
T,22:05:39,39.941160,-75.199125,-0.000,Cartographer,red,2
T,22:05:40,39.941160,-75.199127,-0.000,Cartographer,red,2
T,22:05:40,39.941161,-75.199129,-0.000,Cartographer,red,2
T,22:05:40,39.941162,-75.199132,-0.000,Cartographer,red,2
T,22:05:40,39.941162,-75.199134,-0.000,Cartographer,red,2
T,22:05:40,39.941163,-75.199137,-0.000,Cartographer,red,2
T,22:05:40,39.941163,-75.199139,-0.000,Cartographer,red,2
T,22:05:40,39.941164,-75.199142,-0.000,Cartographer,red,2
T,22:05:40,39.941165,-75.199144,-0.000,Cartographer,red,2
T,22:05:40,39.941165,-75.199147,-0.000,Cartographer,red,2
T,22:05:40,39.941165,-75.199149,-0.000,Cartographer,red,2
T,22:05:40,39.941166,-75.199151,-0.000,Cartographer,red,2
T,22:05:40,39.941166,-75.199154,-0.000,Cartographer,red,2
T,22:05:40,39.941167,-75.199156,-0.000,Cartographer,red,2
T,22:05:40,39.941167,-75.199158,-0.000,Cartographer,red,2
T,22:05:40,39.941167,-75.199161,-0.000,Cartographer,red,2
T,22:05:40,39.941168,-75.199163,-0.000,Cartographer,red,2
T,22:05:40,39.941169,-75.199168,-0.000,Cartographer,red,2
T,22:05:40,39.941169,-75.199172,-0.000,Cartographer,red,2
T,22:05:41,39.941170,-75.199177,-0.000,Cartographer,red,2
T,22:05:41,39.941170,-75.199181,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199186,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199188,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199191,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199193,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199196,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199198,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199200,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199203,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199205,-0.000,Cartographer,red,2
T,22:05:41,39.941171,-75.199210,-0.001,Cartographer,red,2
T,22:05:41,39.941170,-75.199214,-0.001,Cartographer,red,2
T,22:05:41,39.941170,-75.199219,-0.001,Cartographer,red,2
T,22:05:42,39.941169,-75.199223,-0.001,Cartographer,red,2
T,22:05:42,39.941168,-75.199227,-0.001,Cartographer,red,2
T,22:05:42,39.941167,-75.199232,-0.001,Cartographer,red,2
T,22:05:42,39.941166,-75.199236,-0.001,Cartographer,red,2
T,22:05:42,39.941165,-75.199240,-0.001,Cartographer,red,2
T,22:05:42,39.941165,-75.199243,-0.001,Cartographer,red,2
T,22:05:42,39.941164,-75.199245,-0.001,Cartographer,red,2
T,22:05:42,39.941163,-75.199249,-0.001,Cartographer,red,2
T,22:05:42,39.941162,-75.199251,-0.001,Cartographer,red,2
T,22:05:42,39.941161,-75.199253,-0.001,Cartographer,red,2
T,22:05:42,39.941161,-75.199255,-0.001,Cartographer,red,2
T,22:05:42,39.941160,-75.199257,-0.001,Cartographer,red,2
T,22:05:42,39.941159,-75.199259,-0.001,Cartographer,red,2
T,22:05:42,39.941158,-75.199261,-0.001,Cartographer,red,2
T,22:05:43,39.941156,-75.199263,-0.001,Cartographer,red,2
T,22:05:43,39.941155,-75.199265,-0.001,Cartographer,red,2
T,22:05:43,39.941154,-75.199267,-0.001,Cartographer,red,2
T,22:05:43,39.941153,-75.199269,-0.002,Cartographer,red,2
T,22:05:43,39.941152,-75.199270,-0.002,Cartographer,red,2
T,22:05:43,39.941151,-75.199272,-0.002,Cartographer,red,2
T,22:05:43,39.941149,-75.199274,-0.002,Cartographer,red,2
T,22:05:43,39.941148,-75.199276,-0.002,Cartographer,red,2
T,22:05:43,39.941146,-75.199277,-0.002,Cartographer,red,2
T,22:05:43,39.941145,-75.199279,-0.002,Cartographer,red,2
T,22:05:43,39.941143,-75.199280,-0.002,Cartographer,red,2
T,22:05:43,39.941141,-75.199282,-0.002,Cartographer,red,2
T,22:05:43,39.941140,-75.199283,-0.002,Cartographer,red,2
T,22:05:43,39.941138,-75.199285,-0.002,Cartographer,red,2
T,22:05:43,39.941136,-75.199286,-0.002,Cartographer,red,2
T,22:05:43,39.941134,-75.199287,-0.002,Cartographer,red,2
T,22:05:43,39.941133,-75.199289,-0.002,Cartographer,red,2
T,22:05:43,39.941131,-75.199290,-0.003,Cartographer,red,2
T,22:05:43,39.941129,-75.199291,-0.003,Cartographer,red,2
T,22:05:43,39.941127,-75.199292,-0.003,Cartographer,red,2
T,22:05:44,39.941125,-75.199293,-0.003,Cartographer,red,2
T,22:05:44,39.941124,-75.199294,-0.003,Cartographer,red,2
T,22:05:44,39.941122,-75.199295,-0.003,Cartographer,red,2
T,22:05:44,39.941120,-75.199296,-0.003,Cartographer,red,2
T,22:05:44,39.941118,-75.199297,-0.003,Cartographer,red,2
T,22:05:44,39.941116,-75.199298,-0.003,Cartographer,red,2
T,22:05:44,39.941114,-75.199299,-0.003,Cartographer,red,2
T,22:05:44,39.941112,-75.199300,-0.003,Cartographer,red,2
T,22:05:44,39.941110,-75.199301,-0.003,Cartographer,red,2
T,22:05:44,39.941108,-75.199301,-0.003,Cartographer,red,2
T,22:05:44,39.941106,-75.199302,-0.003,Cartographer,red,2
T,22:05:44,39.941104,-75.199303,-0.003,Cartographer,red,2
T,22:05:44,39.941101,-75.199304,-0.003,Cartographer,red,2
T,22:05:44,39.941099,-75.199305,-0.003,Cartographer,red,2
T,22:05:44,39.941097,-75.199306,-0.003,Cartographer,red,2
T,22:05:44,39.941095,-75.199307,-0.003,Cartographer,red,2
T,22:05:44,39.941093,-75.199307,-0.003,Cartographer,red,2
T,22:05:44,39.941091,-75.199308,-0.003,Cartographer,red,2
T,22:05:44,39.941089,-75.199309,-0.003,Cartographer,red,2
T,22:05:44,39.941087,-75.199310,-0.003,Cartographer,red,2
T,22:05:45,39.941085,-75.199311,-0.003,Cartographer,red,2
T,22:05:45,39.941083,-75.199312,-0.003,Cartographer,red,2
T,22:05:45,39.941081,-75.199312,-0.003,Cartographer,red,2
T,22:05:45,39.941078,-75.199313,-0.003,Cartographer,red,2
T,22:05:45,39.941076,-75.199314,-0.003,Cartographer,red,2
T,22:05:45,39.941074,-75.199315,-0.003,Cartographer,red,2
T,22:05:45,39.941072,-75.199315,-0.003,Cartographer,red,2
T,22:05:45,39.941070,-75.199316,-0.003,Cartographer,red,2
T,22:05:45,39.941068,-75.199317,-0.003,Cartographer,red,2
T,22:05:45,39.941066,-75.199318,-0.003,Cartographer,red,2
T,22:05:45,39.941063,-75.199318,-0.003,Cartographer,red,2
T,22:05:45,39.941061,-75.199319,-0.003,Cartographer,red,2
T,22:05:45,39.941059,-75.199320,-0.003,Cartographer,red,2
T,22:05:45,39.941057,-75.199321,-0.003,Cartographer,red,2
T,22:05:45,39.941054,-75.199322,-0.003,Cartographer,red,2
T,22:05:45,39.941052,-75.199322,-0.003,Cartographer,red,2
T,22:05:45,39.941050,-75.199323,-0.003,Cartographer,red,2
T,22:05:45,39.941048,-75.199324,-0.003,Cartographer,red,2
T,22:05:45,39.941045,-75.199325,-0.003,Cartographer,red,2
T,22:05:45,39.941043,-75.199326,-0.003,Cartographer,red,2
T,22:05:46,39.941041,-75.199327,-0.003,Cartographer,red,2
T,22:05:46,39.941038,-75.199327,-0.003,Cartographer,red,2
T,22:05:46,39.941036,-75.199328,-0.003,Cartographer,red,2
T,22:05:46,39.941034,-75.199329,-0.003,Cartographer,red,2
T,22:05:46,39.941031,-75.199330,-0.003,Cartographer,red,2
T,22:05:46,39.941029,-75.199330,-0.003,Cartographer,red,2
T,22:05:46,39.941027,-75.199331,-0.002,Cartographer,red,2
T,22:05:46,39.941024,-75.199332,-0.002,Cartographer,red,2
T,22:05:46,39.941022,-75.199333,-0.002,Cartographer,red,2
T,22:05:46,39.941020,-75.199334,-0.002,Cartographer,red,2
T,22:05:46,39.941017,-75.199334,-0.002,Cartographer,red,2
T,22:05:46,39.941015,-75.199335,-0.002,Cartographer,red,2
T,22:05:46,39.941013,-75.199336,-0.002,Cartographer,red,2
T,22:05:46,39.941011,-75.199337,-0.002,Cartographer,red,2
T,22:05:46,39.941008,-75.199338,-0.002,Cartographer,red,2
T,22:05:46,39.941006,-75.199338,-0.002,Cartographer,red,2
T,22:05:46,39.941004,-75.199339,-0.002,Cartographer,red,2
T,22:05:46,39.941002,-75.199340,-0.002,Cartographer,red,2
T,22:05:46,39.940999,-75.199341,-0.002,Cartographer,red,2
T,22:05:46,39.940997,-75.199342,-0.002,Cartographer,red,2
T,22:05:47,39.940995,-75.199342,-0.002,Cartographer,red,2
T,22:05:47,39.940992,-75.199343,-0.002,Cartographer,red,2
T,22:05:47,39.940990,-75.199344,-0.002,Cartographer,red,2
T,22:05:47,39.940988,-75.199345,-0.002,Cartographer,red,2
T,22:05:47,39.940985,-75.199346,-0.002,Cartographer,red,2
T,22:05:47,39.940983,-75.199346,-0.002,Cartographer,red,2
T,22:05:47,39.940980,-75.199347,-0.002,Cartographer,red,2
T,22:05:47,39.940978,-75.199348,-0.002,Cartographer,red,2
T,22:05:47,39.940975,-75.199349,-0.002,Cartographer,red,2
T,22:05:47,39.940973,-75.199350,-0.002,Cartographer,red,2
T,22:05:47,39.940970,-75.199350,-0.002,Cartographer,red,2
T,22:05:47,39.940968,-75.199351,-0.002,Cartographer,red,2
T,22:05:47,39.940965,-75.199352,-0.002,Cartographer,red,2
T,22:05:47,39.940963,-75.199353,-0.002,Cartographer,red,2
T,22:05:47,39.940960,-75.199354,-0.002,Cartographer,red,2
T,22:05:47,39.940958,-75.199355,-0.002,Cartographer,red,2
T,22:05:47,39.940955,-75.199355,-0.002,Cartographer,red,2
T,22:05:47,39.940953,-75.199356,-0.002,Cartographer,red,2
T,22:05:47,39.940950,-75.199357,-0.002,Cartographer,red,2
T,22:05:47,39.940948,-75.199358,-0.002,Cartographer,red,2
T,22:05:48,39.940945,-75.199359,-0.002,Cartographer,red,2
T,22:05:48,39.940943,-75.199359,-0.002,Cartographer,red,2
T,22:05:48,39.940940,-75.199360,-0.002,Cartographer,red,2
T,22:05:48,39.940938,-75.199361,-0.002,Cartographer,red,2
T,22:05:48,39.940935,-75.199361,-0.002,Cartographer,red,2
T,22:05:48,39.940933,-75.199362,-0.002,Cartographer,red,2
T,22:05:48,39.940931,-75.199363,-0.002,Cartographer,red,2
T,22:05:48,39.940928,-75.199364,-0.002,Cartographer,red,2
T,22:05:48,39.940926,-75.199365,-0.002,Cartographer,red,2
T,22:05:48,39.940923,-75.199365,-0.002,Cartographer,red,2
T,22:05:48,39.940921,-75.199366,-0.002,Cartographer,red,2
T,22:05:48,39.940918,-75.199367,-0.002,Cartographer,red,2
T,22:05:48,39.940916,-75.199367,-0.002,Cartographer,red,2
T,22:05:48,39.940913,-75.199368,-0.002,Cartographer,red,2
T,22:05:48,39.940911,-75.199369,-0.002,Cartographer,red,2
T,22:05:48,39.940908,-75.199370,-0.002,Cartographer,red,2
T,22:05:48,39.940906,-75.199370,-0.002,Cartographer,red,2
T,22:05:48,39.940903,-75.199371,-0.002,Cartographer,red,2
T,22:05:48,39.940901,-75.199372,-0.002,Cartographer,red,2
T,22:05:48,39.940898,-75.199373,-0.002,Cartographer,red,2
T,22:05:49,39.940895,-75.199374,-0.002,Cartographer,red,2
T,22:05:49,39.940893,-75.199375,-0.002,Cartographer,red,2
T,22:05:49,39.940890,-75.199375,-0.002,Cartographer,red,2
T,22:05:49,39.940888,-75.199376,-0.002,Cartographer,red,2
T,22:05:49,39.940885,-75.199377,-0.002,Cartographer,red,2
T,22:05:49,39.940882,-75.199378,-0.001,Cartographer,red,2
T,22:05:49,39.940880,-75.199379,-0.001,Cartographer,red,2
T,22:05:49,39.940877,-75.199380,-0.001,Cartographer,red,2
T,22:05:49,39.940874,-75.199381,-0.001,Cartographer,red,2
